_MEMBER_0.1 uM,_MEMBER_10 uM,_MEMBER_100 uM,_LogP_0.1 uM,_LogP_10 uM,_LogP_100 uM,GO,_PATTERN_,_RANK_,GiniIndex,#GeneInGO,#GeneInGOAndHitList,#GeneInHitList,#TotalGeneInLibrary,%InGO,Category,CategoryID,Description,Enrichment,GeneID,Hits,Log(q-value),LogP,PARENT_GO,STDV %InGO,Z-score,EvidenceCutoff,GROUP_ID,FirstInGroupByEnrichment,FirstInGroupByLogP,BestLogPInGroup,BestEnrichmentInGroup,URL
0,0,1,0.0,0.0,-4.128111826503529,hsa05205,M001,1,0,218,35,1961,27994,1.7848036715961244,KEGG Pathway,24,Proteoglycans in cancer,2.291917155167977,817|960|1655|2317|2335|2719|2885|3479|3678|3690|3708|3709|3710|3845|4609|4659|5058|5290|5291|5295|5329|5567|5578|5579|5962|6608|7057|7157|7422|7481|8324|8826|9475|22800|128869,CAMK2D|CD44|DDX5|FLNB|FN1|GPC3|GRB2|IGF1|ITGA5|ITGB3|ITPR1|ITPR2|ITPR3|KRAS|MYC|PPP1R12A|PAK1|PIK3CA|PIK3CB|PIK3R1|PLAUR|PRKACB|PRKCA|PRKCB|RDX|SMO|THBS1|TP53|VEGFA|WNT11|FZD7|IQGAP1|ROCK2|RRAS2|PIGU,-2.617361710925639,-5.445357844875368,,0.2989825027954008,5.255686719984109,0,11,0,0,-5.728011510751787,4.758456569777325,
0,1,0,0.0,-2.5681370293106376,0.0,R-HSA-4420097,M010,1,0,99,19,1961,27994,0.9688934217236104,Reactome Gene Sets,6,VEGFA-VEGFR2 Pathway,2.739717418962702,1793|3320|3690|3708|3709|3710|3845|5058|5062|5063|5290|5291|5295|5567|5578|5579|7422|9475|253260,DOCK1|HSP90AA1|ITGB3|ITPR1|ITPR2|ITPR3|KRAS|PAK1|PAK2|PAK3|PIK3CA|PIK3CB|PIK3R1|PRKACB|PRKCA|PRKCB|VEGFA|ROCK2|RICTOR,-1.751449634290702,-4.2954839608600395,,0.22119994913205412,4.759206357046772,0,11,0,0,-5.728011510751787,4.758456569777325,
0,1,1,0.0,-2.315556881104068,-2.1235543702127138,R-HSA-194138,M011,2,0,108,20,1961,27994,1.0198878123406425,Reactome Gene Sets,6,Signaling by VEGF,2.643586983209625,1793|3320|3690|3708|3709|3710|3845|5058|5062|5063|5290|5291|5295|5567|5578|5579|7422|8828|9475|253260,DOCK1|HSP90AA1|ITGB3|ITPR1|ITPR2|ITPR3|KRAS|PAK1|PAK2|PAK3|PIK3CA|PIK3CB|PIK3R1|PRKACB|PRKCA|PRKCB|VEGFA|NRP2|ROCK2|RICTOR,-1.7435974271675247,-4.257343663822674,,0.22688792067638658,4.696916819271128,0,11,0,0,-5.728011510751787,4.758456569777325,
0,0,1,0.0,0.0,-2.4059250861588177,R-HSA-5218921,M001,1,0,21,7,1961,27994,0.35696073431922487,Reactome Gene Sets,6,VEGFR2 mediated cell proliferation,4.758456569777325,3708|3709|3710|3845|5578|5579|7422,ITPR1|ITPR2|ITPR3|KRAS|PRKCA|PRKCB|VEGFA,-1.2225721379897239,-3.4015099526029333,,0.13467745756349064,4.728801353147216,0,11,0,0,-5.728011510751787,4.758456569777325,
0,0,1,0.0,0.0,-2.2287190811517408,hsa04750,M001,1,0,104,16,1961,27994,0.815910249872514,KEGG Pathway,24,inflammatory mediator regulation of trp channels,2.1962107245126115,817|1579|1659|3357|3479|3708|3709|3710|5290|5291|5295|5567|5578|5579|162514|284541,CAMK2D|CYP4A11|DHX8|HTR2B|IGF1|ITPR1|ITPR2|ITPR3|PIK3CA|PIK3CB|PIK3R1|PRKACB|PRKCA|PRKCB|TRPV3|CYP4A22,-0.7919716886369904,-2.629024315667273,,0.2031437212156817,3.354297001432721,0,11,0,0,-5.728011510751787,4.758456569777325,
1,0,1,-2.6373498962334225,0.0,-2.806162567491076,R-HSA-1640170,M101,2,0,692,82,1961,27994,4.181540030596635,Reactome Gene Sets,6,Cell Cycle,1.6915900522618812,580|672|701|984|1022|1163|1778|1869|2491|2810|3012|3320|3717|4194|4609|4659|4683|4869|5425|5440|5519|5525|5577|5578|5579|5700|5705|5708|5862|5934|5982|6790|7157|7321|7444|8243|8342|8364|8365|8367|8467|8548|8615|8945|9126|9493|9577|9972|10274|10426|10714|10735|10762|11004|11116|23047|23122|23141|23224|23421|25913|26003|54069|54821|55755|55839|55844|63967|64682|79003|79023|80254|80321|81930|84131|84930|112714|113130|119504|144715|348235|387893,BARD1|BRCA1|BUB1B|CDK11B|CDK7|CKS1B|DYNC1H1|E2F1|CENPI|SFN|H2AC8|HSP90AA1|JAK2|MDM4|MYC|PPP1R12A|NBN|NPM1|POLD2|POLR2K|PPP2R1B|PPP2R5A|PRKAR2B|PRKCA|PRKCB|PSMC1|PSMC5|PSMD2|RAB2A|RBL2|RFC2|AURKA|TP53|UBE2D1|VRK2|SMC1A|H2BC14|H4C3|H4C8|H4C5|SMARCA5|BLZF1|USO1|BTRC|SMC3|KIF23|BABAM2|NUP153|STAG1|TUBGCP3|POLD3|STAG2|NUP50|KIF2C|CEP43|PDS5B|CLASP2|ANKLE2|SYNE2|ITGB3BP|POT1|GORASP2|MIS18A|ERCC6L|CDK5RAP2|CENPN|PPP2R2D|CLSPN|ANAPC1|MIS12|NUP37|CEP63|CEP70|KIF18A|CEP78|MASTL|TUBA3E|CDCA5|ANAPC16|RAD9B|SKA2|KMT5A,-2.7572802242973506,-5.672171609499749,,0.4520161227579575,5.055987174496768,0,12,1,1,-5.672171609499749,2.379228284888662,
0,0,1,0.0,0.0,-2.941927993223205,R-HSA-69278,M001,1,0,561,68,1961,27994,3.4676185619581847,Reactome Gene Sets,6,"Cell Cycle, Mitotic",1.730347843555391,701|984|1022|1163|1778|1869|2491|3012|3320|3717|4609|4659|5425|5519|5525|5577|5578|5579|5700|5705|5708|5862|5934|5982|6790|7157|7321|7444|8243|8342|8364|8365|8367|8548|8615|8945|9126|9493|9972|10274|10426|10714|10735|10762|11004|11116|23047|23122|23141|23421|26003|54821|55755|55839|55844|64682|79003|79023|80254|80321|81930|84131|84930|112714|113130|119504|348235|387893,BUB1B|CDK11B|CDK7|CKS1B|DYNC1H1|E2F1|CENPI|H2AC8|HSP90AA1|JAK2|MYC|PPP1R12A|POLD2|PPP2R1B|PPP2R5A|PRKAR2B|PRKCA|PRKCB|PSMC1|PSMC5|PSMD2|RAB2A|RBL2|RFC2|AURKA|TP53|UBE2D1|VRK2|SMC1A|H2BC14|H4C3|H4C8|H4C5|BLZF1|USO1|BTRC|SMC3|KIF23|NUP153|STAG1|TUBGCP3|POLD3|STAG2|NUP50|KIF2C|CEP43|PDS5B|CLASP2|ANKLE2|ITGB3BP|GORASP2|ERCC6L|CDK5RAP2|CENPN|PPP2R2D|ANAPC1|MIS12|NUP37|CEP63|CEP70|KIF18A|CEP78|MASTL|TUBA3E|CDCA5|ANAPC16|SKA2|KMT5A,-2.337119409647209,-5.139306514658319,,0.41315534236201656,4.795964280579685,0,12,0,0,-5.672171609499749,2.379228284888662,
0,1,1,0.0,-2.1461791598565894,-3.017813018063247,R-HSA-68886,M011,2,0,418,54,1961,27994,2.753697093319735,Reactome Gene Sets,6,M Phase,1.8441865174735086,701|1778|2491|3012|3320|5519|5525|5577|5578|5579|5700|5705|5708|5862|7321|7444|8243|8342|8364|8365|8367|8548|8615|9126|9493|9972|10274|10426|10735|10762|11004|11116|23047|23122|23141|23421|26003|54821|55755|55839|55844|64682|79003|79023|80254|80321|81930|84131|84930|112714|113130|119504|348235|387893,BUB1B|DYNC1H1|CENPI|H2AC8|HSP90AA1|PPP2R1B|PPP2R5A|PRKAR2B|PRKCA|PRKCB|PSMC1|PSMC5|PSMD2|RAB2A|UBE2D1|VRK2|SMC1A|H2BC14|H4C3|H4C8|H4C5|BLZF1|USO1|SMC3|KIF23|NUP153|STAG1|TUBGCP3|STAG2|NUP50|KIF2C|CEP43|PDS5B|CLASP2|ANKLE2|ITGB3BP|GORASP2|ERCC6L|CDK5RAP2|CENPN|PPP2R2D|ANAPC1|MIS12|NUP37|CEP63|CEP70|KIF18A|CEP78|MASTL|TUBA3E|CDCA5|ANAPC16|SKA2|KMT5A,-2.2354036324958066,-4.985114965094534,,0.36953521922951066,4.772680115501915,0,12,0,0,-5.672171609499749,2.379228284888662,
0,1,0,0.0,-3.4270063177738574,0.0,R-HSA-2500257,M010,1,0,126,21,1961,27994,1.0708822029576746,Reactome Gene Sets,6,Resolution of Sister Chromatid Cohesion,2.379228284888662,701|1778|2491|5519|5525|8243|9126|10274|10735|11004|23047|23122|23421|54821|55839|79003|79023|81930|112714|113130|348235,BUB1B|DYNC1H1|CENPI|PPP2R1B|PPP2R5A|SMC1A|SMC3|STAG1|STAG2|KIF2C|PDS5B|CLASP2|ITGB3BP|ERCC6L|CENPN|MIS12|NUP37|KIF18A|TUBA3E|CDCA5|SKA2,-1.4464293643061583,-3.75525801572692,,0.23243103806718518,4.258630266367658,0,12,0,0,-5.672171609499749,2.379228284888662,
0,1,0,0.0,-3.392060447545854,0.0,R-HSA-68877,M010,1,0,204,29,1961,27994,1.4788373278939317,Reactome Gene Sets,6,Mitotic Prometaphase,2.0293417724050355,701|1778|2491|3320|5519|5525|5577|8243|9126|10274|10426|10735|11004|11116|23047|23122|23421|54821|55755|55839|79003|79023|80254|80321|81930|84131|112714|113130|348235,BUB1B|DYNC1H1|CENPI|HSP90AA1|PPP2R1B|PPP2R5A|PRKAR2B|SMC1A|SMC3|STAG1|TUBGCP3|STAG2|KIF2C|CEP43|PDS5B|CLASP2|ITGB3BP|ERCC6L|CDK5RAP2|CENPN|MIS12|NUP37|CEP63|CEP70|KIF18A|CEP78|TUBA3E|CDCA5|SKA2,-1.3787591390669955,-3.6605562992014624,,0.2725750933467952,4.049783602274267,0,12,0,0,-5.672171609499749,2.379228284888662,
1,0,0,-2.586442793954936,0.0,0.0,R-HSA-194315,M100,1,0,455,50,1961,27994,2.5497195308516063,Reactome Gene Sets,6,Signaling by Rho GTPases,1.5687219460804367,394|397|613|701|1729|1742|1778|2491|2810|2885|3012|3831|4659|4771|5058|5062|5063|5519|5525|5578|5579|8342|8364|8365|8367|8826|9181|9475|9828|10109|10144|10788|11004|22899|23122|23421|23433|54821|55839|57381|57584|79003|79023|81930|85360|93663|112714|117289|143872|348235,ARHGAP5|ARHGDIB|BCR|BUB1B|DIAPH1|DLG4|DYNC1H1|CENPI|SFN|GRB2|H2AC8|KLC1|PPP1R12A|NF2|PAK1|PAK2|PAK3|PPP2R1B|PPP2R5A|PRKCA|PRKCB|H2BC14|H4C3|H4C8|H4C5|IQGAP1|ARHGEF2|ROCK2|ARHGEF17|ARPC2|FAM13A|IQGAP2|KIF2C|ARHGEF15|CLASP2|ITGB3BP|RHOQ|ERCC6L|CENPN|RHOJ|ARHGAP21|MIS12|NUP37|KIF18A|SYDE1|ARHGAP18|TUBA3E|TAGAP|ARHGAP42|SKA2,-0.9841218447951526,-2.961831389783997,,0.3559581616568937,3.356858324594227,0,12,0,0,-5.672171609499749,2.379228284888662,
1,0,0,-2.3207295752389365,0.0,0.0,R-HSA-195258,M100,1,0,327,37,1961,27994,1.8867924528301887,Reactome Gene Sets,6,RHO GTPase Effectors,1.6152558998326696,701|1729|1742|1778|2491|2810|2885|3012|3831|4659|4771|5058|5062|5063|5519|5525|5578|5579|8342|8364|8365|8367|8826|9475|10109|10788|11004|23122|23421|23433|54821|55839|79003|79023|81930|112714|348235,BUB1B|DIAPH1|DLG4|DYNC1H1|CENPI|SFN|GRB2|H2AC8|KLC1|PPP1R12A|NF2|PAK1|PAK2|PAK3|PPP2R1B|PPP2R5A|PRKCA|PRKCB|H2BC14|H4C3|H4C8|H4C5|IQGAP1|ROCK2|ARPC2|IQGAP2|KIF2C|CLASP2|ITGB3BP|RHOQ|ERCC6L|CENPN|MIS12|NUP37|KIF18A|TUBA3E|SKA2,-0.7586061009549918,-2.5578294940295376,,0.30724654320023953,3.0714965932145675,0,12,0,0,-5.672171609499749,2.379228284888662,
0,0,1,0.0,0.0,-2.4748133243076285,GO:0031647,M001,1,0,298,44,1961,27994,2.2437531871494136,GO Biological Processes,19,regulation of protein stability,2.1077727087604257,173|482|1022|1410|2319|2648|3320|3329|3397|3479|3845|4092|4194|4504|4771|5295|5728|6125|6608|6790|7157|8945|9099|9529|9919|9960|10103|10576|22948|23163|23327|55031|55729|55743|55823|56912|64321|66036|79612|84334|123264|149628|284996|406893,AFM|ATP1B2|CDK7|CRYAB|FLOT2|KAT2A|HSP90AA1|HSPD1|ID1|IGF1|KRAS|SMAD7|MDM4|MT3|NF2|PIK3R1|PTEN|RPL5|SMO|AURKA|TP53|BTRC|USP2|BAG5|SEC16A|USP3|TSPAN1|CCT2|CCT5|GGA3|NEDD4L|USP47|ATF7IP|CHFR|VPS11|IFT46|SOX17|MTMR9|NAA16|COA8|SLC51B|PYHIN1|RNF149|MIR101-1,-2.753225153295527,-5.652322271314693,19_GO:0065007 biological regulation,0.33444214807348255,5.276569685922222,0,13,1,1,-5.652322271314693,2.1077727087604257,
0,0,1,0.0,0.0,-2.455402143098019,GO:0051186,M001,1,0,603,73,1961,27994,3.722590515043345,GO Biological Processes,19,cofactor metabolic process,1.7281956696206202,31|127|212|337|1528|1737|2330|2346|2395|2618|2938|2939|2946|2947|2948|3046|3145|3157|3158|3479|3939|4143|4190|4200|4504|5091|5163|5207|5230|5232|6888|6999|7157|8514|8876|8942|9390|9972|10243|10249|10539|10762|10857|11182|23098|23597|27102|27247|27304|27430|29968|51341|51703|53354|54704|55312|55788|55902|56898|57128|60481|79023|79071|79646|80025|84706|142827|150274|197322|283927|387712|405753|440387,ACACA|ADH4|ALAS2|APOA4|CYB5A|DLAT|FMO5|FOLH1|FXN|GART|GSTA1|GSTA2|GSTM2|GSTM3|GSTM4|HBE1|HMBS|HMGCS1|HMGCS2|IGF1|LDHA|MAT1A|MDH1|ME2|MT3|PC|PDK1|PFKFB1|PGK1|PGK2|TALDO1|TDO2|TP53|KCNAB2|VNN1|KYNU|SLC22A13|NUP153|GPHN|GLYAT|GLRX3|NUP50|PGRMC1|SLC2A6|SARM1|ACOT9|EIF2AK1|NFU1|MOCS3|MAT2B|PSAT1|ZBTB7A|ACSL5|PANK1|PDP1|RFK|LMBRD1|ACSS2|BDH2|LYRM4|ELOVL5|NUP37|ELOVL6|PANK3|PANK2|GPT2|ACSM6|HSCB|ACSF3|NUDT7|ENO4|DUOXA2|CTRB2,-2.617361710925639,-5.4496771131423145,19_GO:0008152 metabolic process,0.42750976046045613,4.961399674371594,0,14,1,1,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-5.204486191792659,GO:0090407,M001,1,0,696,45,889,27994,5.061867266591676,GO Biological Processes,19,organophosphate biosynthetic process,2.035947015243784,31|132|1503|1854|2618|2980|3158|3939|5028|5163|5230|5291|5298|5305|7084|7372|8897|9061|9390|9487|9488|9896|9972|10201|10476|10762|11182|27304|51205|51341|51703|53354|54704|66036|79644|79888|80025|81579|122622|128869|129642|132001|197322|284098|407032,ACACA|ADK|CTPS1|DUT|GART|GUCA2A|HMGCS2|LDHA|P2RY1|PDK1|PGK1|PIK3CB|PI4KB|PIP4K2A|TK2|UMPS|MTMR3|PAPSS1|SLC22A13|PIGL|PIGB|FIG4|NUP153|NME6|ATP5PD|NUP50|SLC2A6|MOCS3|ACP6|ZBTB7A|ACSL5|PANK1|PDP1|MTMR9|SRD5A3|LPCAT1|PANK2|PLA2G12A|ADSS1|PIGU|MBOAT2|TAMM41|ACSF3|PIGW|MIR30C2,-2.2561710511033115,-5.204486191792659,19_GO:0008152 metabolic process,0.7352327412737528,5.012191380500774,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-2.5158695235255797,GO:0006732,M001,1,0,408,49,1961,27994,2.498725140234574,GO Biological Processes,19,coenzyme metabolic process,1.7144439111697711,31|1528|1737|2330|2346|2618|3157|3158|3479|3939|4143|4190|4200|5091|5163|5207|5230|5232|6888|6999|7157|8514|8876|8942|9390|9972|10243|10249|10762|11182|23098|23597|27304|27430|51341|51703|53354|54704|55312|55902|60481|79023|79071|79646|80025|142827|197322|283927|387712,ACACA|CYB5A|DLAT|FMO5|FOLH1|GART|HMGCS1|HMGCS2|IGF1|LDHA|MAT1A|MDH1|ME2|PC|PDK1|PFKFB1|PGK1|PGK2|TALDO1|TDO2|TP53|KCNAB2|VNN1|KYNU|SLC22A13|NUP153|GPHN|GLYAT|NUP50|SLC2A6|SARM1|ACOT9|MOCS3|MAT2B|ZBTB7A|ACSL5|PANK1|PDP1|RFK|ACSS2|ELOVL5|NUP37|ELOVL6|PANK3|PANK2|ACSM6|ACSF3|NUDT7|ENO4,-1.4676264286055258,-3.788575712702141,19_GO:0008152 metabolic process,0.3524727877981555,3.9898380214015097,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,1,0,0.0,-3.08947991261796,0.0,GO:0006084,M010,1,0,38,10,1961,27994,0.5099439061703213,GO Biological Processes,19,acetyl-CoA metabolic process,3.756676239297888,31|1737|3157|3158|5163|6999|8942|54704|55902|283927,ACACA|DLAT|HMGCS1|HMGCS2|PDK1|TDO2|KYNU|PDP1|ACSS2|NUDT7,-1.380982323930626,-3.6703169134098506,19_GO:0008152 metabolic process,0.16084673297653843,4.667039268564767,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,1,1,0.0,-2.5613551389945863,-2.3335888284452553,GO:0033865,M011,2,0,138,22,1961,27994,1.1218765935747068,GO Biological Processes,19,nucleoside bisphosphate metabolic process,2.275783576850025,31|1737|3157|3158|5163|6999|8942|9061|10249|23597|51703|53354|54704|54928|55902|60481|79071|79646|80025|142827|197322|283927,ACACA|DLAT|HMGCS1|HMGCS2|PDK1|TDO2|KYNU|PAPSS1|GLYAT|ACOT9|ACSL5|PANK1|PDP1|BPNT2|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSM6|ACSF3|NUDT7,-1.3583692237503917,-3.618264542437029,19_GO:0008152 metabolic process,0.2378394294906299,4.123429590850551,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,1,1,0.0,-2.5613551389945863,-2.3335888284452553,GO:0033875,M011,2,0,138,22,1961,27994,1.1218765935747068,GO Biological Processes,19,ribonucleoside bisphosphate metabolic process,2.275783576850025,31|1737|3157|3158|5163|6999|8942|9061|10249|23597|51703|53354|54704|54928|55902|60481|79071|79646|80025|142827|197322|283927,ACACA|DLAT|HMGCS1|HMGCS2|PDK1|TDO2|KYNU|PAPSS1|GLYAT|ACOT9|ACSL5|PANK1|PDP1|BPNT2|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSM6|ACSF3|NUDT7,-1.3583692237503917,-3.618264542437029,19_GO:0008152 metabolic process,0.2378394294906299,4.123429590850551,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,1,1,0.0,-2.5613551389945863,-2.3335888284452553,GO:0034032,M011,2,0,138,22,1961,27994,1.1218765935747068,GO Biological Processes,19,purine nucleoside bisphosphate metabolic process,2.275783576850025,31|1737|3157|3158|5163|6999|8942|9061|10249|23597|51703|53354|54704|54928|55902|60481|79071|79646|80025|142827|197322|283927,ACACA|DLAT|HMGCS1|HMGCS2|PDK1|TDO2|KYNU|PAPSS1|GLYAT|ACOT9|ACSL5|PANK1|PDP1|BPNT2|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSM6|ACSF3|NUDT7,-1.3583692237503917,-3.618264542437029,19_GO:0008152 metabolic process,0.2378394294906299,4.123429590850551,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.515362916763005,GO:0009165,M001,1,0,387,26,889,27994,2.9246344206974126,GO Biological Processes,19,nucleotide biosynthetic process,2.115561136253317,31|132|1503|1854|2618|2980|3939|5163|5230|7084|7372|9061|9390|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|GART|GUCA2A|LDHA|PDK1|PGK1|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|TAMM41|ACSF3,-1.295572762415848,-3.515362916763005,19_GO:0008152 metabolic process,0.565118377133825,4.002120379481827,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.4640613451039273,GO:1901293,M001,1,0,390,26,889,27994,2.9246344206974126,GO Biological Processes,19,nucleoside phosphate biosynthetic process,2.0992875890513685,31|132|1503|1854|2618|2980|3939|5163|5230|7084|7372|9061|9390|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|GART|GUCA2A|LDHA|PDK1|PGK1|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|TAMM41|ACSF3,-1.2700945401255983,-3.4640613451039273,19_GO:0008152 metabolic process,0.565118377133825,3.9592097993123425,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,1,0,0.0,-2.7582346149298016,0.0,GO:0006790,M010,1,0,371,44,1961,27994,2.2437531871494136,GO Biological Processes,19,sulfur compound metabolic process,1.6930357606754902,31|633|1244|1737|2395|2690|2799|2938|2939|2946|2947|2948|3157|3158|4143|4507|5091|5163|6777|6999|8942|9061|10249|10539|23597|27247|27430|51703|54704|54928|55902|57128|60481|63827|79071|79690|80704|83539|92126|142827|150274|197322|283927|100131187,ACACA|BGN|ABCC2|DLAT|FXN|GHR|GNS|GSTA1|GSTA2|GSTM2|GSTM3|GSTM4|HMGCS1|HMGCS2|MAT1A|MTAP|PC|PDK1|STAT5B|TDO2|KYNU|PAPSS1|GLYAT|GLRX3|ACOT9|NFU1|MAT2B|ACSL5|PDP1|BPNT2|ACSS2|LYRM4|ELOVL5|BCAN|ELOVL6|GAL3ST4|SLC19A3|CHST9|DSEL|ACSM6|HSCB|ACSF3|NUDT7|TSTD1,-1.1881891413282275,-3.349752859872014,19_GO:0008152 metabolic process,0.33444214807348255,3.6881501000318013,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.339003091636312,GO:0009117,M001,1,0,717,40,889,27994,4.499437570303712,GO Biological Processes,19,nucleotide metabolic process,1.756726015942568,31|132|1503|1854|2395|2618|2980|3158|3939|4190|4700|5142|5144|5163|5230|6095|6888|6996|7084|7372|9061|9390|9972|10201|10476|10762|11182|23098|23597|27304|51251|51341|51703|53354|54704|54928|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|FXN|GART|GUCA2A|HMGCS2|LDHA|MDH1|NDUFA6|PDE4B|PDE4D|PDK1|PGK1|RORA|TALDO1|TDG|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|SARM1|ACOT9|MOCS3|NT5C3A|ZBTB7A|ACSL5|PANK1|PDP1|BPNT2|PANK2|ADSS1|TAMM41|ACSF3,-1.2257440526670802,-3.339003091636312,19_GO:0008152 metabolic process,0.6952343145012098,3.7174988070778734,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.2934078293931375,GO:0009260,M001,1,0,294,21,889,27994,2.3622047244094486,GO Biological Processes,19,ribonucleotide biosynthetic process,2.2492367025550375,31|132|1503|2618|3939|5163|5230|7372|9061|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|197322,ACACA|ADK|CTPS1|GART|LDHA|PDK1|PGK1|UMPS|PAPSS1|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|ACSF3,-1.2150988876475473,-3.2934078293931375,19_GO:0008152 metabolic process,0.5093506544414077,3.899683965189685,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.2569001645036115,GO:0006753,M001,1,0,724,40,889,27994,4.499437570303712,GO Biological Processes,19,nucleoside phosphate metabolic process,1.7397410958989243,31|132|1503|1854|2395|2618|2980|3158|3939|4190|4700|5142|5144|5163|5230|6095|6888|6996|7084|7372|9061|9390|9972|10201|10476|10762|11182|23098|23597|27304|51251|51341|51703|53354|54704|54928|80025|122622|132001|197322,ACACA|ADK|CTPS1|DUT|FXN|GART|GUCA2A|HMGCS2|LDHA|MDH1|NDUFA6|PDE4B|PDE4D|PDK1|PGK1|RORA|TALDO1|TDG|TK2|UMPS|PAPSS1|SLC22A13|NUP153|NME6|ATP5PD|NUP50|SLC2A6|SARM1|ACOT9|MOCS3|NT5C3A|ZBTB7A|ACSL5|PANK1|PDP1|BPNT2|PANK2|ADSS1|TAMM41|ACSF3,-1.198446745072452,-3.2569001645036115,19_GO:0008152 metabolic process,0.6952343145012098,3.6522235895568467,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-2.903650333793102,GO:0033866,M001,1,0,67,13,1961,27994,0.6629270780214176,GO Biological Processes,19,nucleoside bisphosphate biosynthetic process,2.769847854049487,31|1737|5163|9061|51703|53354|54704|55902|60481|79071|79646|80025|197322,ACACA|DLAT|PDK1|PAPSS1|ACSL5|PANK1|PDP1|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSF3,-1.0945974982326423,-3.1724385394771173,19_GO:0008152 metabolic process,0.18325243829325194,3.9807289034137523,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-2.903650333793102,GO:0034030,M001,1,0,67,13,1961,27994,0.6629270780214176,GO Biological Processes,19,ribonucleoside bisphosphate biosynthetic process,2.769847854049487,31|1737|5163|9061|51703|53354|54704|55902|60481|79071|79646|80025|197322,ACACA|DLAT|PDK1|PAPSS1|ACSL5|PANK1|PDP1|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSF3,-1.0945974982326423,-3.1724385394771173,19_GO:0008152 metabolic process,0.18325243829325194,3.9807289034137523,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-2.903650333793102,GO:0034033,M001,1,0,67,13,1961,27994,0.6629270780214176,GO Biological Processes,19,purine nucleoside bisphosphate biosynthetic process,2.769847854049487,31|1737|5163|9061|51703|53354|54704|55902|60481|79071|79646|80025|197322,ACACA|DLAT|PDK1|PAPSS1|ACSL5|PANK1|PDP1|ACSS2|ELOVL5|ELOVL6|PANK3|PANK2|ACSF3,-1.0945974982326423,-3.1724385394771173,19_GO:0008152 metabolic process,0.18325243829325194,3.9807289034137523,0,14,0,0,-5.4496771131423145,3.756676239297888,
0,0,1,0.0,0.0,-3.1426110627146335,GO:0046390,M001,1,0,302,21,889,27994,2.3622047244094486,GO Biological Processes,19,ribose phosphate biosynthetic process,2.1896542733482818,31|132|1503|2618|3939|5163|5230|7372|9061|9972|10201|10476|10762|11182|51341|51703|53354|54704|80025|122622|197322,ACACA|ADK|CTPS1|GART|LDHA|PDK1|PGK1|UMPS|PAPSS1|NUP153|NME6|ATP5PD|NUP50|SLC2A6|ZBTB7A|ACSL5|PANK1|PDP1|PANK2|ADSS1|ACSF3,-1.1226917742819995,-3.1426110627146335,19_GO:0008152 metabolic process,0.5093506544414077,3.7644191644627756,0,14,0,0,-5.4496771131423145,3.756676239297888,
